name,full_name,tally,panel,ensembl,location,uniprot,tags,OMIM,panels,panel_names,disease_group,disease_sub_group,mode_of_inheritance,confidence_level,len,pfam,pLI,pRec,pNull
NBN,nibrin,24,,ENSG00000104320,(build: 38)8:89933336-90003228,O60934,,602667,131|143|155|158|159|162|167|196|217|243|259|285|290|398|407|470|473|478|484|519|59,Childhood solid tumours pertinent cancer susceptibility|Cytopaenias and congenital anaemias|Cytopenia - NOT Fanconi anaemia|DDG2P|Familial Tumours Syndromes of the central & peripheral Nervous system|Familial breast cancer|Familial rhabdomyosarcoma|Fetal anomalies|Growth failure in early childhood|Haematological malignancies for rare disease|Haematological malignancies pertinent cancer susceptibility|IUGR and IGF abnormalities|Inherited ovarian cancer (without breast cancer)|Intellectual disability|Osteogenesis imperfecta|Primary immunodeficiency|Primary ovarian insufficiency|Sarcoma pertinent cancer susceptibility|Severe microcephaly|Tumour predisposition - adult onset|Tumour predisposition - childhood onset,Cancer Programme|Dysmorphic and congenital abnormality syndromes|Endocrine disorders|Haematological disorders|NA|Neurology and neurodevelopmental disorders|Skeletal disorders|Tumour syndromes,Anaemias and red cell disorders|Breast and endocrine|Childhood Tumours|DNA repair disorders|Gonadal and sex development disorders|Growth hormone disorders|Muscle and nerve|NA|Neurodevelopmental disorders|Pertinent cancer susceptibility gene panel|Skeletal dysplasias|Tumour syndromes,Biallelic|NA|Unknown,0|1|2|3|4,754,7,1.74403595456629e-10,0.594331223102722,0.405668776722875
BARD1,BRCA1 associated RING domain 1,2,,ENSG00000138376,(build: 38)2:214725646-214809711,Q99728,,601593,143|158,Familial breast cancer|Inherited ovarian cancer (without breast cancer),Tumour syndromes,Breast and endocrine,Biallelic,1,777,7,1.17553778280862e-11,0.163183983369394,0.836816016618851
CDH1,cadherin 1,9,,ENSG00000039068,(build: 38)16:68737225-68835548,Q9UM11,,192090,143|158|245|254|391|470|478|484,Adult solid tumours for rare disease|Adult solid tumours pertinent cancer susceptibility|DDG2P|Familial breast cancer|Fetal anomalies|Inherited colorectal cancer (with or without polyposis)|Inherited ovarian cancer (without breast cancer)|Tumour predisposition - adult onset,Cancer Programme|NA|Tumour syndromes,Breast and endocrine|GI tract|NA|Pertinent cancer susceptibility gene panel|Tumour syndromes,Monoallelic|NA,1|2|3|4,,,,,
RAD54L,RAD54 like,2,,ENSG00000085999,(build: 38)1:46247688-46278473,Q92698,,603615,143|158,Familial breast cancer|Inherited ovarian cancer (without breast cancer),Tumour syndromes,Breast and endocrine,NA,1,747,7,2.73718135268854e-13,0.409566683951366,0.59043331604836
PTEN,phosphatase and tensin homolog,50,,ENSG00000171862,(build: 38)10:87863113-87971930,P60484,,601728,101|143|147|154|158|159|167|171|176|179|192|201|244|245|247|253|254|259|271|285|318|33|36|38|391|398|402|421|470|474|478|484|504|521|540|55|558|559|564|61|97|98,Adult onset movement disorder|Adult solid tumours for rare disease|Adult solid tumours pertinent cancer susceptibility|Beckwith-Wiedemann syndrome (BWS) and other congenital overgrowth disorders|Breast cancer pertinent cancer susceptibility|Cerebral vascular malformations|Childhood solid tumours pertinent cancer susceptibility|Colorectal cancer pertinent cancer susceptibility|Cytopaenias and congenital anaemias|DDG2P|Early onset dystonia|Endometrial cancer pertinent cancer susceptibility|Familial Tumours Syndromes of the central & peripheral Nervous system|Familial breast cancer|Familial prostate cancer|Fetal anomalies|Gastrointestinal epithelial barrier disorders|Gastrointestinal neuromuscular disorders|Genetic epilepsy syndromes|Genodermatoses with malignancies|Hydrocephalus|Infantile enterocolitis & monogenic inflammatory bowel disease|Inherited colorectal cancer (with or without polyposis)|Inherited non-medullary thyroid cancer|Inherited ovarian cancer (without breast cancer)|Inherited phaeochromocytoma and paraganglioma|Inherited polyposis|Inherited renal cancer|Intellectual disability|Mosaic skin disorders - deep sequencing|Multiple endocrine tumours|Multiple monogenic benign skin tumours|Neurodegenerative disorders - adult onset|Non-syndromic familial congenital anorectal malformations|Pigmentary skin disorders|Primary immunodeficiency|Radial dysplasia|Renal cancer pertinent cancer susceptibility|Segmental overgrowth disorders|Thyroid cancer pertinent cancer susceptibility|Tumour predisposition - adult onset|VACTERL-like phenotypes,Cancer Programme|Dysmorphic and congenital abnormality syndromes|Gastroenterological disorders|Growth disorders|Haematological disorders|NA|Neurology and neurodevelopmental disorders|Tumour syndromes,Anaemias and red cell disorders|Beckwith-Wiedemann syndrome (BWS) and other congenital overgrowth disorders|Breast and endocrine|Cerebrovascular disorders|Dysmorphic disorders|GI tract|Gastrointestinal disorders|Inherited Epilepsy Syndromes|Limb disorders|Motor Disorders of the CNS|Muscle and nerve|NA|Neurodevelopmental disorders|Pertinent cancer susceptibility gene panel|Skin|Tumour syndromes,Biallelic|Both|Monoallelic|NA|Unknown,0|1|2|3|4,403,7,0.975506865848027,0.0244877796497562,5.35450221699976e-06
CHEK2,checkpoint kinase 2,9,,ENSG00000183765,(build: 38)22:28687743-28742422,O96017,,604373,143|158|245|254|318|391|470|525,Adult solid tumours for rare disease|Adult solid tumours pertinent cancer susceptibility|Familial breast cancer|Familial prostate cancer|Inherited colorectal cancer (with or without polyposis)|Inherited ovarian cancer (without breast cancer)|Inherited predisposition to acute myeloid leukaemia (AML)|Tumour predisposition - adult onset,Cancer Programme|NA|Tumour syndromes,Breast and endocrine|GI tract|NA|Pertinent cancer susceptibility gene panel|Tumour syndromes,Monoallelic,1|2|3,543,7,1.18301128459806e-15,0.00551893618037752,0.994481063819621
PALB2,partner and localizer of BRCA2,24,,ENSG00000083093,(build: 38)16:23603160-23641310,Q86YC2,,610355,143|158|159|167|243|245|247|255|259|285|391|407|470|478|484|508|524|55|559|59|64,Adult solid tumours for rare disease|Adult solid tumours pertinent cancer susceptibility|Breast cancer pertinent cancer susceptibility|Childhood solid tumours pertinent cancer susceptibility|ClinGen Gene Validity Curations|Confirmed Fanconi anaemia or Bloom syndrome|Cytopaenias and congenital anaemias|DDG2P|Familial Tumours Syndromes of the central & peripheral Nervous system|Familial breast cancer|Fetal anomalies|Haematological malignancies for rare disease|Haematological malignancies pertinent cancer susceptibility|Inherited ovarian cancer (without breast cancer)|Inherited pancreatic cancer|Intellectual disability|Neurofibromatosis Type 1|Pigmentary skin disorders|Radial dysplasia|Tumour predisposition - adult onset|Tumour predisposition - childhood onset,Cancer Programme|Dysmorphic and congenital abnormality syndromes|Haematological disorders|NA|Neurology and neurodevelopmental disorders|Tumour syndromes,Anaemias and red cell disorders|Breast and endocrine|Childhood Tumours|Dysmorphic disorders|Muscle and nerve|NA|Neurodevelopmental disorders|Pertinent cancer susceptibility gene panel|Tumour syndromes,Biallelic|Monoallelic|NA,1|3|4,1186,7,1.32628496864351e-10,0.770851368791479,0.229148631075892
PPM1D,"protein phosphatase, Mg2+/Mn2+ dependent 1D",5,,ENSG00000170836,(build: 38)17:60600183-60666280,O15297,,605100,143|158|285|478|484,DDG2P|Familial breast cancer|Fetal anomalies|Inherited ovarian cancer (without breast cancer)|Intellectual disability,NA|Neurology and neurodevelopmental disorders|Tumour syndromes,Breast and endocrine|NA|Neurodevelopmental disorders,Monoallelic|NA,1|4,605,7,0.00116800419611814,0.996866114376143,0.00196588142773894
STK11,serine/threonine kinase 11,13,,ENSG00000118046,(build: 38)19:1177558-1228435,Q15831,,602216,143|158|244|245|254|259|391|470|504|524|558|559,Adult solid tumours for rare disease|Adult solid tumours pertinent cancer susceptibility|Childhood solid tumours pertinent cancer susceptibility|Colorectal cancer pertinent cancer susceptibility|Familial breast cancer|Inherited colorectal cancer (with or without polyposis)|Inherited ovarian cancer (without breast cancer)|Inherited pancreatic cancer|Inherited polyposis|Multiple monogenic benign skin tumours|Pigmentary skin disorders|Tumour predisposition - adult onset,Cancer Programme|NA|Tumour syndromes,Breast and endocrine|GI tract|NA|Pertinent cancer susceptibility gene panel|Tumour syndromes,Monoallelic,0|1|3|4,433,7,0.978282902427481,0.021697469549645,1.96280228741606e-05
AR,androgen receptor,9,,ENSG00000169083,(build: 38)X:67544032-67730619,P22570,,313700,143|158|263|285|394|474|478|484|9,Amyotrophic lateral sclerosis/motor neuron disease|DDG2P|Disorders of sex development|Familial Meniere Disease|Familial breast cancer|Fetal anomalies|Inherited ovarian cancer (without breast cancer)|Intellectual disability|Neurodegenerative disorders - adult onset,Endocrine disorders|Hearing and ear disorders|NA|Neurology and neurodevelopmental disorders|Tumour syndromes,Breast and endocrine|Gonadal and sex development disorders|NA|Neurodegenerative disorders|Neurodevelopmental disorders|Other hearing and ear disorders,NA|X-Linked,1|2|3|4,,,,,
MSH6,mutS homolog 6,30,,ENSG00000116062,(build: 38)2:47695530-47810101,P52701,,600678,117|143|154|158|166|167|17|171|201|208|217|243|244|245|254|255|259|271|273|290|391|398|407|470|478|503|504|521|524|59,Adult solid tumours for rare disease|Adult solid tumours pertinent cancer susceptibility|Bladder cancer pertinent cancer susceptibility|Brain cancer pertinent cancer susceptibility|Childhood solid tumours pertinent cancer susceptibility|Colorectal cancer pertinent cancer susceptibility|Endometrial cancer pertinent cancer susceptibility|Familial Tumours Syndromes of the central & peripheral Nervous system|Familial breast cancer|Familial rhabdomyosarcoma|Fetal anomalies|Genodermatoses with malignancies|Haematological malignancies for rare disease|Haematological malignancies pertinent cancer susceptibility|Inherited MMR deficiency (Lynch syndrome)|Inherited colorectal cancer (with or without polyposis)|Inherited non-medullary thyroid cancer|Inherited ovarian cancer (without breast cancer)|Inherited pancreatic cancer|Inherited polyposis|Inherited renal cancer|Neurofibromatosis Type 1|Ovarian cancer pertinent cancer susceptibility|Primary immunodeficiency|Prostate cancer pertinent cancer susceptibility|Renal cancer pertinent cancer susceptibility|Sarcoma pertinent cancer susceptibility|Tumour predisposition - adult onset|Tumour predisposition - childhood onset|Upper gastrointestinal cancer pertinent cancer susceptibility,Cancer Programme|NA|Tumour syndromes,Breast and endocrine|Childhood Tumours|GI tract|Muscle and nerve|NA|Pertinent cancer susceptibility gene panel|Skin|Tumour syndromes,Biallelic|Both|Monoallelic|NA|Unknown,0|1|2|3|4,1360,7,-1,-1,-1
MLH1,mutL homolog 1,30,,ENSG00000076242,(build: 38)3:36993332-37050918,P40692,,120436,117|143|154|158|166|167|17|201|208|217|243|244|245|254|255|259|271|273|285|290|391|407|470|478|503|504|521|524|558|59,Adult solid tumours for rare disease|Adult solid tumours pertinent cancer susceptibility|Bladder cancer pertinent cancer susceptibility|Brain cancer pertinent cancer susceptibility|Childhood solid tumours pertinent cancer susceptibility|Colorectal cancer pertinent cancer susceptibility|Endometrial cancer pertinent cancer susceptibility|Familial Tumours Syndromes of the central & peripheral Nervous system|Familial breast cancer|Familial rhabdomyosarcoma|Fetal anomalies|Genodermatoses with malignancies|Haematological malignancies for rare disease|Haematological malignancies pertinent cancer susceptibility|Inherited MMR deficiency (Lynch syndrome)|Inherited colorectal cancer (with or without polyposis)|Inherited ovarian cancer (without breast cancer)|Inherited pancreatic cancer|Inherited polyposis|Inherited renal cancer|Intellectual disability|Multiple monogenic benign skin tumours|Neurofibromatosis Type 1|Ovarian cancer pertinent cancer susceptibility|Prostate cancer pertinent cancer susceptibility|Renal cancer pertinent cancer susceptibility|Sarcoma pertinent cancer susceptibility|Tumour predisposition - adult onset|Tumour predisposition - childhood onset|Upper gastrointestinal cancer pertinent cancer susceptibility,Cancer Programme|NA|Neurology and neurodevelopmental disorders|Tumour syndromes,Breast and endocrine|Childhood Tumours|GI tract|Muscle and nerve|NA|Neurodevelopmental disorders|Pertinent cancer susceptibility gene panel|Skin|Tumour syndromes,Biallelic|Both|Monoallelic|NA,0|1|2|3|4,756,7,0.739578311354265,0.260420832084964,8.56560772014109e-07
PMS2,"PMS1 homolog 2, mismatch repair system component",30,,ENSG00000122512,(build: 38)7:5973239-6009125,P54278,,600259,117|143|154|158|166|167|17|208|217|243|244|245|254|255|259|271|273|285|290|407|470|478|484|503|504|521|524|559|59,Adult solid tumours pertinent cancer susceptibility|Bladder cancer pertinent cancer susceptibility|Brain cancer pertinent cancer susceptibility|Childhood solid tumours pertinent cancer susceptibility|Colorectal cancer pertinent cancer susceptibility|DDG2P|Endometrial cancer pertinent cancer susceptibility|Familial Tumours Syndromes of the central & peripheral Nervous system|Familial breast cancer|Familial rhabdomyosarcoma|Fetal anomalies|Haematological malignancies for rare disease|Haematological malignancies pertinent cancer susceptibility|Inherited MMR deficiency (Lynch syndrome)|Inherited colorectal cancer (with or without polyposis)|Inherited ovarian cancer (without breast cancer)|Inherited pancreatic cancer|Inherited polyposis|Inherited renal cancer|Intellectual disability|Neurofibromatosis Type 1|Ovarian cancer pertinent cancer susceptibility|Pigmentary skin disorders|Prostate cancer pertinent cancer susceptibility|Renal cancer pertinent cancer susceptibility|Sarcoma pertinent cancer susceptibility|Tumour predisposition - adult onset|Tumour predisposition - childhood onset|Upper gastrointestinal cancer pertinent cancer susceptibility,Cancer Programme|NA|Neurology and neurodevelopmental disorders|Tumour syndromes,Breast and endocrine|Childhood Tumours|GI tract|Muscle and nerve|NA|Neurodevelopmental disorders|Pertinent cancer susceptibility gene panel|Tumour syndromes,Biallelic|Both|Monoallelic|NA,0|1|2|3|4,862,7,1.13903542422692e-13,0.266962097134397,0.733037902865489
ESR1,estrogen receptor 1,6,,ENSG00000091831,(build: 38)6:151656691-152129619,P03372,,133430,143|158|196|309|394|6,Familial Meniere Disease|Familial breast cancer|Familial hypercholesterolaemia|Inherited ovarian cancer (without breast cancer)|Osteogenesis imperfecta|Skeletal dysplasia,Cardiovascular disorders|Hearing and ear disorders|Skeletal disorders|Tumour syndromes,Arteriopathies|Breast and endocrine|Other hearing and ear disorders|Skeletal dysplasias,NA,1,595,7,0.987167021325736,0.0128318880557621,1.09061850149614e-06
C5,complement C5,2,,ENSG00000106804,(build: 38)9:120952335-121050276,P01031,,120900,305|553,Ectodermal dysplasia|Familial cicatricial alopecia,Dermatological disorders|NA,NA|Skin adnexa disorders,NA,1,1676,7,5.61068968015523e-11,0.999999829018884,1.70925009246444e-07
ITGB4,integrin subunit beta 4,9,,ENSG00000132470,(build: 38)17:75721328-75757818,P16144,,147557,106|119|156|269|305|478|493|554,Amelogenesis imperfecta|End-stage renal disease - childhood onset|Epidermolysis bullosa|Epidermolysis bullosa and congenital skin fragility|Familial cicatricial alopecia|Fetal anomalies|Proteinuric renal disease|Renal and urinary tract disorders,Dermatological disorders|NA|Renal and urinary tract disorders|Skeletal disorders,Disorders of function|NA|Skeletal dysplasias|Skin adnexa disorders|Skin fragility disorders|Syndromes with prominent renal abnormalities,Biallelic|Both|NA|Unknown,1|2|3|4,1822,7,1.05348780207872e-11,0.999990674499279,9.32549018643716e-06
ST14,suppression of tumorigenicity 14,8,,ENSG00000149418,(build: 38)11:130159562-130210376,Q9Y5Y6,,606797,282|305|478|484|553|555|556,Autosomal recessive congenital ichthyosis|DDG2P|Ectodermal dysplasia|Familial cicatricial alopecia|Fetal anomalies|Ichthyosis and erythrokeratoderma|Palmoplantar keratodermas,Dermatological disorders|NA,Ichthyoses|NA|Skin adnexa disorders,Biallelic,1|2|3|4,855,7,0.85267655285458,0.147322585571004,8.61574415640199e-07
